shop_id,is_bad,open_months,avg_monthly_orders,order_volatility,interruption_count,avg_order_value,repurchase_rate,refund_rate,dispute_rate,positive_review_rate,gmv_yoy_growth,gmv_mom_volatility,sku_change_rate,revenue_trend_slope,customer_hhi,new_customer_ratio,customer_geo_entropy,avg_settlement_days,platform_penalty_count,abnormal_large_txn_ratio
SHOP002502,1,11.0,104.0,0.413,2,59.2,0.209,0.0,0.049,0.807,0.121,0.152,-0.025,0.745,0.241,0.357,1.943,6.1,1,0.029
SHOP002503,0,19.0,114.0,0.331,1,59.2,0.24,0.124,0.024,0.93,-0.088,0.066,0.066,-1.065,0.176,0.529,2.171,5.9,0,0.008
SHOP002504,1,19.0,84.0,0.392,1,63.6,0.21,0.118,0.058,0.977,-0.153,0.239,-0.003,0.669,0.211,0.353,1.759,4.6,1,0.049
SHOP002505,1,19.0,81.0,0.733,4,95.8,0.168,0.119,0.019,0.903,-0.123,0.236,0.076,-1.653,0.265,0.428,1.508,4.6,1,0.024
SHOP002506,0,15.0,69.0,0.388,1,55.7,0.322,0.028,0.0,0.911,-0.32,0.254,-0.054,2.848,0.22,0.265,2.406,7.4,0,0.034
SHOP002507,1,26.0,216.0,0.69,1,59.9,0.377,0.085,0.021,0.949,-0.097,0.099,-0.11,0.997,0.153,0.386,2.544,7.1,2,0.029
SHOP002508,1,26.0,326.0,0.314,1,79.9,0.378,0.118,0.015,0.959,-0.073,0.228,0.269,1.04,0.403,0.276,1.727,8.6,2,0.051
SHOP002509,0,15.0,194.0,0.569,0,85.2,0.37,0.047,0.016,0.879,0.172,0.183,-0.004,0.226,0.179,0.513,2.071,5.0,1,0.055
SHOP002510,0,28.0,331.0,0.3,2,63.3,0.19,0.08,0.008,0.891,0.011,0.191,0.237,1.876,0.225,0.483,2.171,8.6,1,0.04
SHOP002511,1,13.0,168.0,0.497,2,14.4,0.19,0.123,0.013,0.844,-0.153,0.315,-0.004,-1.38,0.158,0.635,1.547,8.6,2,0.022
SHOP002512,0,13.0,175.0,0.241,0,52.3,0.357,0.026,0.033,0.92,0.049,0.124,0.339,1.004,0.082,0.4,1.767,5.0,0,0.052
SHOP002513,1,14.0,27.0,0.528,1,149.8,0.224,0.086,0.031,0.818,0.069,0.195,-0.056,-0.626,0.055,0.551,1.499,6.8,0,0.022
SHOP002514,1,11.0,145.0,0.34,2,35.4,0.431,0.067,0.016,0.837,-0.222,0.299,-0.202,0.339,0.21,0.544,2.202,4.3,0,0.048
SHOP002515,0,31.0,172.0,0.069,0,80.2,0.378,0.056,0.039,0.825,-0.301,0.13,0.111,0.82,0.089,0.428,2.005,5.4,1,0.044
SHOP002516,0,20.0,139.0,0.281,1,112.9,0.302,0.052,0.016,0.908,-0.063,0.259,-0.033,0.762,0.106,0.361,1.67,3.4,1,0.035
SHOP002517,1,19.0,78.0,0.805,3,30.5,0.105,0.102,0.053,0.889,-0.14,0.361,0.139,1.524,0.23,0.634,2.257,5.5,0,0.067
SHOP002518,0,21.0,195.0,0.576,2,80.5,0.271,0.049,0.004,0.842,-0.106,0.271,-0.22,1.559,0.168,0.616,2.935,3.1,1,0.091
SHOP002519,0,35.0,253.0,0.377,1,124.7,0.366,0.051,0.011,0.949,-0.081,0.255,0.106,-1.346,0.091,0.311,2.668,4.3,1,0.022
SHOP002520,0,14.0,152.0,0.603,3,97.1,0.386,0.053,0.012,0.833,0.117,0.312,0.111,0.279,0.116,0.352,1.734,7.0,0,0.049
SHOP002521,1,14.0,131.0,0.26,1,31.1,0.211,0.164,0.038,0.818,-0.372,0.297,0.113,-0.863,0.138,0.329,1.16,4.0,2,0.051
SHOP002522,0,31.0,54.0,0.303,1,201.1,0.304,0.065,0.032,0.818,-0.028,0.292,-0.077,1.555,0.203,0.536,1.761,6.1,1,0.048
SHOP002523,0,15.0,36.0,0.311,0,15.9,0.257,0.043,0.003,0.94,-0.054,0.062,0.224,2.526,0.116,0.516,2.455,4.1,1,0.014
SHOP002524,1,10.0,8.0,0.671,2,59.7,0.212,0.122,0.028,0.874,-0.455,0.122,0.185,-0.295,0.162,0.439,1.325,0.0,1,0.038
SHOP002525,1,11.0,114.0,0.497,3,106.8,0.244,0.027,0.031,1.0,-0.025,0.166,0.034,1.094,0.116,0.351,2.317,4.2,1,0.079
SHOP002526,0,22.0,181.0,0.51,3,141.6,0.41,0.046,0.016,0.918,0.156,0.0,0.102,-0.566,0.136,0.551,2.924,7.5,1,0.055
SHOP002527,0,29.0,162.0,0.237,1,67.7,0.258,0.014,0.018,0.918,-0.11,0.183,0.243,2.095,0.155,0.383,2.409,4.4,1,0.019
SHOP002528,0,14.0,251.0,0.642,1,84.3,0.41,0.087,0.033,0.774,0.035,0.183,0.119,0.248,0.341,0.369,1.912,6.9,0,0.086
SHOP002529,0,16.0,165.0,0.23,1,125.3,0.19,0.108,0.009,0.901,-0.074,0.156,0.063,0.539,0.205,0.388,1.965,3.5,0,0.039
SHOP002530,0,11.0,90.0,0.411,5,112.1,0.251,0.064,0.033,0.926,0.018,0.28,0.049,-1.327,0.177,0.305,1.574,3.3,0,0.082
SHOP002531,1,15.0,140.0,0.461,2,16.0,0.222,0.102,0.032,0.894,0.051,0.173,0.113,-1.131,0.131,0.341,2.233,6.3,0,0.039
SHOP002532,1,8.0,187.0,0.572,2,145.5,0.152,0.005,0.036,0.87,-0.044,0.235,0.138,-0.895,0.254,0.522,2.035,5.5,1,0.033
SHOP002533,0,25.0,152.0,0.391,2,95.0,0.249,0.067,0.023,0.898,-0.034,0.222,-0.119,0.934,0.112,0.443,2.336,6.1,1,0.0
SHOP002534,0,6.0,44.0,0.502,3,111.9,0.298,0.091,0.045,0.958,0.119,0.149,-0.124,-0.962,0.145,0.507,2.395,3.8,1,0.05
SHOP002535,0,11.0,354.0,0.174,2,122.4,0.27,0.134,0.056,0.759,-0.039,0.306,-0.002,-1.12,0.265,0.304,2.198,7.8,1,0.028
SHOP002536,0,17.0,212.0,0.464,0,307.5,0.206,0.092,0.015,0.983,0.418,0.208,0.072,0.738,0.089,0.574,2.545,5.9,0,0.031
SHOP002537,0,25.0,204.0,0.444,0,164.6,0.343,0.037,0.005,1.0,0.233,0.059,0.103,-0.228,0.125,0.42,3.079,5.3,0,0.022
SHOP002538,1,8.0,215.0,0.507,0,51.1,0.315,0.074,0.031,0.931,0.072,0.148,0.013,-1.58,0.236,0.11,2.03,6.4,1,0.015
SHOP002539,0,13.0,163.0,0.569,1,89.6,0.174,0.119,0.022,0.953,-0.038,0.252,0.026,0.59,0.112,0.471,2.148,4.4,0,0.005
SHOP002540,1,14.0,258.0,0.428,0,10.0,0.266,0.047,0.04,0.865,-0.159,0.204,0.203,-1.406,0.215,0.275,2.65,6.1,0,0.052
SHOP002541,0,25.0,145.0,0.419,0,97.7,0.221,0.147,0.043,0.849,-0.074,0.3,0.183,0.234,0.162,0.449,1.542,3.9,0,0.016
SHOP002542,0,23.0,111.0,0.559,2,82.8,0.226,0.0,0.019,1.0,-0.062,0.09,0.185,0.814,0.11,0.475,2.457,7.5,2,0.044
SHOP002543,1,30.0,216.0,0.845,2,57.4,0.296,0.084,0.047,0.88,0.235,0.14,0.096,-0.956,0.055,0.591,2.374,6.4,2,0.057
SHOP002544,0,18.0,152.0,0.466,3,114.0,0.384,0.053,0.002,0.92,0.243,0.238,-0.015,1.348,0.208,0.439,1.988,4.4,1,0.043
SHOP002545,0,29.0,253.0,0.555,0,99.8,0.329,0.08,0.018,1.0,-0.07,0.156,0.126,-1.253,0.272,0.361,2.624,4.9,1,0.0
SHOP002546,0,28.0,121.0,0.515,1,127.7,0.371,0.071,0.047,0.907,-0.129,0.124,0.005,0.792,0.198,0.369,2.352,4.8,1,0.057
SHOP002547,1,16.0,66.0,0.283,3,67.3,0.39,0.006,0.024,0.865,-0.133,0.155,0.106,-1.846,0.197,0.413,1.621,11.4,2,0.008
SHOP002548,0,27.0,127.0,0.3,1,126.8,0.208,0.09,0.02,0.951,0.09,0.221,0.001,-0.463,0.196,0.346,2.931,4.6,0,0.007
SHOP002549,0,24.0,297.0,0.33,1,154.2,0.394,0.106,0.05,0.829,-0.134,0.269,-0.052,-0.916,0.251,0.543,2.744,4.5,0,0.096
SHOP002550,0,13.0,163.0,0.368,0,154.4,0.559,0.078,0.024,0.977,-0.086,0.158,0.02,3.5,0.016,0.239,2.112,7.1,1,0.02
SHOP002551,0,34.0,316.0,0.654,2,88.0,0.238,0.094,0.025,0.93,0.178,0.223,-0.038,0.696,0.132,0.515,2.179,5.3,1,0.013
SHOP002552,0,28.0,120.0,0.488,2,94.3,0.225,0.063,0.029,0.832,-0.137,0.221,0.018,1.292,0.025,0.478,2.174,4.7,0,0.032
SHOP002553,0,20.0,88.0,0.109,0,191.9,0.415,0.04,0.035,0.963,0.594,0.026,0.155,-0.492,0.097,0.412,2.242,6.4,2,0.02
SHOP002554,0,17.0,174.0,0.643,2,62.1,0.351,0.078,0.044,0.83,0.142,0.261,-0.017,-0.334,0.145,0.473,2.025,6.2,2,0.023
SHOP002555,0,19.0,252.0,0.374,1,52.6,0.196,0.096,0.029,0.934,0.14,0.149,0.236,-0.559,0.073,0.303,2.103,2.9,0,0.034
SHOP002556,0,28.0,173.0,0.37,0,51.4,0.419,0.026,0.035,0.837,0.298,0.208,0.021,0.473,0.061,0.267,2.523,2.4,0,0.027
SHOP002557,0,9.0,318.0,0.299,2,59.9,0.358,0.142,0.039,0.875,0.096,0.139,-0.149,0.308,0.248,0.562,2.126,2.2,1,0.035
SHOP002558,1,13.0,136.0,0.666,2,60.5,0.233,0.035,0.046,0.966,0.067,0.057,0.06,-1.597,0.092,0.673,1.522,5.0,2,0.082
SHOP002559,1,20.0,138.0,0.387,1,132.4,0.215,0.083,0.072,0.75,0.176,0.362,-0.004,-1.024,0.274,0.558,1.544,3.5,0,0.046
SHOP002560,0,18.0,139.0,0.752,0,79.5,0.372,0.038,0.047,0.804,-0.133,0.253,-0.14,0.376,0.16,0.579,2.213,5.2,2,0.033
SHOP002561,0,21.0,280.0,0.252,3,88.4,0.196,0.089,0.038,0.92,0.156,0.187,-0.041,-0.426,0.139,0.462,1.796,7.0,1,0.002
SHOP002562,1,15.0,77.0,0.581,1,41.3,0.353,0.083,0.012,0.822,0.288,0.244,0.037,-0.666,0.116,0.64,1.147,5.3,2,0.049
SHOP002563,1,28.0,125.0,0.551,2,97.1,0.273,0.077,0.052,0.906,-0.23,0.408,0.077,-0.781,0.275,0.616,2.337,9.0,0,0.0
SHOP002564,1,20.0,25.0,0.606,1,57.5,0.136,0.125,0.044,0.851,0.088,0.373,0.096,-0.661,0.208,0.332,1.906,6.6,0,0.034
SHOP002565,0,15.0,40.0,0.247,1,64.0,0.217,0.086,0.026,0.871,0.183,0.171,0.123,0.558,0.115,0.417,2.532,0.5,1,0.0
SHOP002566,0,27.0,210.0,0.497,0,37.5,0.243,0.093,0.035,0.808,-0.05,0.142,-0.096,1.553,0.155,0.604,2.357,4.3,0,0.0
SHOP002567,0,26.0,234.0,0.563,0,31.6,0.198,0.127,0.02,0.826,-0.003,0.185,-0.204,-1.056,0.168,0.343,2.128,4.9,0,0.02
SHOP002568,0,27.0,178.0,0.199,0,202.3,0.391,0.05,0.014,0.977,0.265,0.198,0.081,2.421,0.08,0.341,2.681,6.8,0,0.041
SHOP002569,0,19.0,182.0,0.537,1,93.1,0.354,0.071,0.025,0.939,0.185,0.43,-0.051,0.0,0.157,0.442,1.483,3.6,1,0.043
SHOP002570,1,19.0,129.0,0.673,0,60.2,0.189,0.052,0.014,0.888,0.182,0.367,0.018,-1.013,0.224,0.541,2.007,1.2,2,0.082
SHOP002571,1,31.0,220.0,0.524,2,108.3,0.29,0.054,0.034,0.772,-0.028,0.289,-0.117,-1.649,0.156,0.459,1.261,3.9,4,0.028
SHOP002572,1,12.0,275.0,0.56,1,97.3,0.126,0.059,0.062,0.838,-0.143,0.264,0.174,-0.387,0.054,0.482,2.056,6.5,0,0.05
SHOP002573,0,15.0,214.0,0.375,2,71.7,0.276,0.101,0.03,0.854,0.217,0.225,-0.151,0.108,0.213,0.532,2.97,4.4,0,0.047
SHOP002574,0,17.0,248.0,0.228,1,88.9,0.313,0.06,0.029,0.863,0.06,0.138,0.099,2.343,0.161,0.729,2.179,6.3,0,0.0
SHOP002575,0,3.0,139.0,0.517,3,78.9,0.137,0.028,0.026,0.854,-0.236,0.157,-0.095,-1.471,0.114,0.595,2.102,4.7,0,0.031
SHOP002576,0,11.0,30.0,0.186,2,114.3,0.371,0.044,0.045,0.905,0.044,0.082,-0.093,-0.834,0.082,0.39,2.234,4.1,0,0.024
SHOP002577,0,26.0,221.0,0.333,1,82.7,0.356,0.08,0.009,0.95,0.401,0.22,0.118,1.413,0.093,0.435,2.281,1.8,0,0.015
SHOP002578,1,28.0,160.0,0.484,1,39.5,0.281,0.024,0.034,0.717,-0.522,0.2,-0.132,0.882,0.033,0.402,1.075,2.4,0,0.041
SHOP002579,0,16.0,62.0,0.561,0,113.3,0.353,0.103,0.022,0.805,0.181,0.244,0.249,-2.977,0.156,0.562,1.838,10.3,4,0.086
SHOP002580,0,20.0,198.0,0.276,1,204.0,0.385,0.064,0.004,0.894,0.223,0.102,0.065,-1.267,0.153,0.391,2.657,5.4,0,0.001
SHOP002581,1,18.0,300.0,0.383,2,19.9,0.167,0.081,0.063,0.945,-0.036,0.097,0.133,-1.374,0.203,0.623,1.985,0.6,0,0.037
SHOP002582,0,15.0,204.0,0.362,2,57.9,0.501,0.067,0.011,0.876,0.068,0.209,-0.014,0.844,0.097,0.582,2.125,1.9,0,0.017
SHOP002583,0,19.0,86.0,0.461,1,108.4,0.285,0.079,0.005,0.95,-0.136,0.272,0.028,0.728,0.1,0.289,2.224,8.3,1,0.046
SHOP002584,0,12.0,104.0,0.364,1,42.2,0.326,0.081,0.029,0.797,-0.204,0.385,-0.038,-0.063,0.298,0.686,1.371,4.8,2,0.068
SHOP002585,1,14.0,49.0,0.672,3,10.0,0.238,0.067,0.056,0.883,-0.32,0.35,-0.106,-0.483,0.195,0.57,1.414,2.1,0,0.052
SHOP002586,0,19.0,171.0,0.631,0,120.6,0.294,0.042,0.016,0.825,-0.281,0.172,0.036,-0.947,0.139,0.444,2.106,8.8,0,0.054
SHOP002587,1,18.0,65.0,0.151,2,59.6,0.247,0.071,0.02,0.84,0.048,0.311,0.15,-1.353,0.189,0.349,2.388,8.6,0,0.024
SHOP002588,0,11.0,27.0,0.448,1,73.5,0.223,0.125,0.026,0.812,0.04,0.297,-0.101,-0.075,0.136,0.281,1.272,2.9,3,0.0
SHOP002589,0,16.0,54.0,0.664,1,90.7,0.299,0.14,0.039,0.919,-0.097,0.099,0.201,1.07,0.025,0.69,2.013,4.8,0,0.0
SHOP002590,0,17.0,134.0,0.403,0,70.5,0.379,0.038,0.025,0.972,-0.073,0.252,-0.131,1.43,0.143,0.447,1.882,4.6,0,0.006
SHOP002591,1,23.0,1.0,0.778,2,138.8,0.238,0.063,0.033,0.765,-0.467,0.381,-0.133,-1.192,0.156,0.892,2.187,2.7,1,0.043
SHOP002592,0,26.0,94.0,0.506,2,151.8,0.24,0.068,0.04,0.799,-0.168,0.254,-0.044,0.182,0.117,0.345,2.136,4.4,2,0.044
SHOP002593,0,8.0,194.0,0.432,0,10.2,0.295,0.029,0.046,0.788,0.188,0.296,0.059,-2.284,0.157,0.261,2.611,2.5,0,0.078
SHOP002594,0,22.0,164.0,0.37,0,54.2,0.412,0.007,0.028,0.899,0.216,0.0,-0.021,1.395,0.075,0.19,3.138,2.9,0,0.0
SHOP002595,0,17.0,136.0,0.383,0,132.5,0.194,0.013,0.02,0.879,0.234,0.075,-0.087,0.432,0.098,0.493,2.291,5.0,0,0.021
SHOP002596,0,24.0,121.0,0.477,1,30.7,0.18,0.084,0.06,0.943,0.174,0.202,0.006,-1.904,0.16,0.426,2.1,5.7,0,0.046
SHOP002597,0,19.0,73.0,0.483,0,63.6,0.406,0.08,0.031,0.807,0.148,0.115,-0.187,0.277,0.21,0.731,1.546,3.2,0,0.047
SHOP002598,0,29.0,119.0,0.515,1,79.3,0.29,0.044,0.016,0.944,0.133,0.137,-0.059,1.216,0.093,0.274,2.263,1.9,0,0.011
SHOP002599,1,26.0,22.0,0.678,0,54.9,0.202,0.091,0.029,0.798,0.124,0.324,0.007,0.269,0.194,0.6,1.723,2.2,1,0.0
SHOP002600,0,22.0,126.0,0.488,3,82.8,0.169,0.076,0.023,0.823,0.215,0.165,0.094,0.29,0.182,0.42,2.873,4.1,1,0.052
SHOP002601,1,20.0,73.0,0.539,3,39.5,0.0,0.102,0.026,0.731,-0.258,0.268,0.029,0.361,0.194,0.315,1.39,9.2,2,0.076
SHOP002602,0,27.0,117.0,0.659,1,109.5,0.335,0.105,0.054,0.883,-0.491,0.139,0.002,0.01,0.18,0.4,1.802,5.9,1,0.027
SHOP002603,0,26.0,259.0,0.543,2,82.8,0.32,0.121,0.036,0.858,-0.115,0.365,0.112,-0.027,0.187,0.679,2.098,8.5,1,0.031
SHOP002604,0,30.0,103.0,0.544,1,147.0,0.205,0.084,0.054,0.879,0.103,0.315,-0.197,-3.599,0.181,0.321,1.793,3.7,1,0.051
SHOP002605,0,34.0,283.0,0.391,2,63.2,0.288,0.083,0.021,1.0,0.013,0.141,0.137,0.567,0.165,0.235,2.32,2.9,1,0.019
SHOP002606,0,26.0,269.0,0.219,2,142.8,0.363,0.064,0.014,0.934,0.271,0.197,0.068,1.187,0.124,0.304,1.983,3.7,0,0.033
SHOP002607,0,20.0,84.0,0.371,2,71.5,0.479,0.053,0.022,0.87,0.188,0.224,-0.018,1.021,0.139,0.334,2.21,3.3,1,0.023
SHOP002608,0,22.0,67.0,0.741,1,67.1,0.275,0.118,0.043,0.891,-0.086,0.269,0.237,-0.467,0.204,0.328,1.949,8.9,2,0.017
SHOP002609,0,36.0,148.0,0.21,0,80.6,0.212,0.04,0.033,0.911,0.417,0.212,-0.029,0.489,0.147,0.331,2.91,3.3,0,0.026
SHOP002610,0,38.0,206.0,0.324,0,124.7,0.22,0.044,0.02,0.917,0.411,0.266,0.197,2.285,0.162,0.053,2.34,2.6,1,0.0
SHOP002611,0,21.0,108.0,0.202,2,35.9,0.263,0.141,0.018,0.926,-0.021,0.209,0.127,2.275,0.094,0.424,2.777,7.3,2,0.029
SHOP002612,0,32.0,99.0,0.279,1,62.0,0.172,0.082,0.012,0.857,0.04,0.22,0.129,1.175,0.111,0.416,1.945,5.8,0,0.042
SHOP002613,0,16.0,95.0,0.318,0,91.4,0.259,0.0,0.007,0.886,0.029,0.111,-0.121,-1.033,0.17,0.468,2.201,4.4,0,0.05
SHOP002614,0,24.0,179.0,0.428,0,69.6,0.3,0.012,0.022,0.857,0.012,0.112,0.073,-0.154,0.076,0.379,2.118,4.7,1,0.027
SHOP002615,0,28.0,103.0,0.369,1,53.1,0.316,0.051,0.019,0.904,-0.019,0.14,0.04,1.956,0.187,0.57,2.77,3.0,1,0.033
SHOP002616,0,29.0,318.0,0.659,2,41.2,0.377,0.035,0.026,0.846,0.05,0.0,0.177,0.292,0.191,0.335,2.605,4.8,0,0.0
SHOP002617,1,10.0,162.0,0.597,0,73.4,0.256,0.14,0.053,0.814,-0.239,0.198,0.145,-0.687,0.185,0.718,1.497,5.4,0,0.018
SHOP002618,0,23.0,386.0,0.428,0,183.1,0.263,0.018,0.007,0.914,0.124,0.17,0.214,2.007,0.116,0.42,2.367,3.9,0,0.041
SHOP002619,1,24.0,138.0,0.585,1,66.2,0.144,0.089,0.075,0.903,-0.555,0.279,-0.132,-0.731,0.25,0.538,1.608,4.8,1,0.076
SHOP002620,0,20.0,194.0,0.182,1,30.4,0.379,0.085,0.024,0.936,0.309,0.16,-0.012,-0.114,0.075,0.352,2.451,6.5,0,0.04
SHOP002621,0,41.0,198.0,0.339,1,100.6,0.336,0.031,0.026,0.88,0.082,0.156,0.178,1.431,0.204,0.704,2.364,5.8,0,0.036
SHOP002622,0,23.0,78.0,0.441,1,72.1,0.343,0.043,0.029,0.881,-0.165,0.393,-0.148,1.713,0.205,0.424,1.193,8.3,0,0.083
SHOP002623,0,20.0,38.0,0.402,1,141.1,0.33,0.082,0.05,0.899,0.08,0.314,0.008,-0.231,0.108,0.455,2.521,4.6,0,0.04
SHOP002624,0,18.0,440.0,0.186,1,75.0,0.273,0.088,0.052,0.836,0.162,0.259,-0.162,1.671,0.111,0.442,1.838,4.4,1,0.061
SHOP002625,0,26.0,111.0,0.241,2,98.9,0.231,0.026,0.036,0.966,-0.136,0.184,-0.075,2.083,0.134,0.367,1.879,8.8,1,0.049
SHOP002626,0,25.0,115.0,0.526,2,61.3,0.205,0.061,0.03,0.933,-0.049,0.261,-0.063,0.875,0.24,0.421,1.157,3.0,0,0.03
SHOP002627,0,7.0,145.0,0.663,1,123.1,0.204,0.169,0.018,0.786,0.04,0.079,-0.212,-3.061,0.263,0.228,2.001,6.6,1,0.073
SHOP002628,0,19.0,135.0,0.407,0,104.3,0.333,0.06,0.009,0.907,0.108,0.183,0.123,0.835,0.164,0.571,2.332,4.3,0,0.003
SHOP002629,0,30.0,269.0,0.345,3,87.0,0.215,0.044,0.035,0.893,0.169,0.166,0.173,0.834,0.134,0.347,2.558,2.8,2,0.062
SHOP002630,0,17.0,268.0,0.307,2,75.3,0.355,0.068,0.02,0.91,-0.078,0.147,-0.204,0.844,0.098,0.568,2.472,2.9,0,0.026
SHOP002631,0,10.0,32.0,0.327,2,46.8,0.305,0.057,0.021,0.841,-0.265,0.201,0.066,0.199,0.091,0.438,2.648,4.4,0,0.035
SHOP002632,0,24.0,180.0,0.42,2,86.3,0.276,0.038,0.027,0.919,0.141,0.233,-0.014,0.852,0.245,0.417,2.596,7.2,2,0.036
SHOP002633,0,21.0,221.0,0.22,1,85.3,0.214,0.076,0.041,1.0,0.087,0.172,0.142,1.074,0.233,0.238,1.832,3.7,0,0.049
SHOP002634,0,6.0,103.0,0.644,1,53.8,0.253,0.05,0.019,0.904,-0.096,0.253,-0.202,-1.972,0.147,0.348,1.802,6.3,0,0.056
SHOP002635,0,9.0,236.0,0.509,1,23.8,0.25,0.038,0.052,0.899,0.095,0.291,-0.329,0.626,0.162,0.533,1.512,4.2,2,0.035
SHOP002636,0,13.0,242.0,0.379,2,86.5,0.284,0.137,0.017,0.87,0.147,0.095,0.095,-0.908,0.112,0.342,2.09,2.5,1,0.037
SHOP002637,0,23.0,205.0,0.088,2,142.9,0.229,0.065,0.022,0.88,-0.159,0.189,0.104,0.426,0.123,0.288,2.04,5.1,1,0.027
SHOP002638,0,21.0,256.0,0.133,1,34.4,0.041,0.082,0.0,0.884,-0.281,0.157,0.167,0.24,0.035,0.524,1.995,5.6,2,0.078
SHOP002639,0,24.0,299.0,0.404,0,144.9,0.262,0.083,0.029,0.965,0.043,0.152,-0.05,-0.727,0.072,0.318,2.768,6.7,1,0.059
SHOP002640,0,12.0,113.0,0.117,2,57.5,0.375,0.077,0.047,0.867,-0.252,0.295,0.03,0.745,0.122,0.346,2.454,4.7,1,0.063
SHOP002641,1,23.0,100.0,0.362,2,118.3,0.317,0.058,0.007,0.868,0.054,0.273,0.07,0.586,0.197,0.325,1.705,4.2,2,0.042
SHOP002642,0,21.0,247.0,0.378,1,78.0,0.195,0.005,0.024,0.926,0.185,0.229,0.126,0.465,0.153,0.336,1.923,3.8,1,0.044
SHOP002643,0,27.0,114.0,0.618,1,162.7,0.208,0.082,0.025,0.891,0.291,0.239,0.25,0.041,0.059,0.497,2.067,4.1,0,0.032
SHOP002644,1,9.0,13.0,0.653,4,54.5,0.142,0.103,0.005,0.848,-0.016,0.005,0.002,0.346,0.227,0.784,1.444,4.1,0,0.133
SHOP002645,0,18.0,44.0,0.492,1,55.5,0.247,0.018,0.026,0.971,0.111,0.221,0.252,0.501,0.186,0.458,2.196,6.4,0,0.019
SHOP002646,0,16.0,113.0,0.51,1,126.4,0.289,0.084,0.031,0.879,-0.189,0.389,0.053,-0.596,0.136,0.811,2.115,6.9,1,0.023
SHOP002647,0,31.0,105.0,0.563,0,135.8,0.348,0.06,0.032,0.908,0.121,0.278,0.168,2.145,0.134,0.299,2.329,1.0,0,0.046
SHOP002648,0,16.0,71.0,0.468,2,115.1,0.288,0.065,0.055,0.854,0.083,0.107,0.03,-0.742,0.181,0.441,2.129,4.3,1,0.033
SHOP002649,1,10.0,84.0,0.374,4,92.5,0.176,0.116,0.013,0.882,0.12,0.144,-0.093,-1.675,0.146,0.473,2.194,6.8,0,0.084
SHOP002650,0,30.0,127.0,0.446,1,34.4,0.473,0.064,0.025,0.94,0.11,0.192,-0.154,1.07,0.196,0.431,2.384,4.8,0,0.038
SHOP002651,0,32.0,456.0,0.37,1,37.7,0.372,0.075,0.02,0.972,0.319,0.262,0.045,0.163,0.081,0.11,2.452,1.5,0,0.032
SHOP002652,0,6.0,189.0,0.406,2,107.6,0.328,0.088,0.042,0.881,-0.091,0.185,-0.101,2.921,0.092,0.588,1.857,6.5,2,0.047
SHOP002653,0,26.0,330.0,0.079,1,96.9,0.278,0.065,0.005,0.896,-0.184,0.143,0.095,1.671,0.085,0.504,2.775,5.1,0,0.036
SHOP002654,1,11.0,269.0,0.48,2,118.3,0.312,0.094,0.032,0.937,-0.047,0.183,-0.047,1.138,0.139,0.406,2.421,5.1,1,0.053
SHOP002655,0,23.0,231.0,0.288,1,102.7,0.27,0.048,0.041,0.854,-0.031,0.154,-0.09,0.956,0.103,0.374,2.499,4.3,1,0.022
SHOP002656,0,23.0,188.0,0.308,1,38.8,0.316,0.032,0.054,0.863,0.102,0.24,-0.022,0.125,0.228,0.419,2.011,6.4,1,0.034
SHOP002657,0,26.0,153.0,0.418,1,97.2,0.15,0.085,0.02,0.886,-0.13,0.236,-0.055,0.319,0.115,0.229,2.449,3.3,0,0.025
SHOP002658,0,14.0,170.0,0.41,1,96.3,0.475,0.052,0.024,0.992,0.158,0.128,0.05,-0.78,0.167,0.197,1.822,2.9,1,0.025
SHOP002659,0,10.0,409.0,0.096,0,63.7,0.168,0.073,0.034,0.882,-0.412,0.235,0.016,-1.303,0.192,0.486,2.484,3.1,1,0.0
SHOP002660,0,27.0,131.0,0.356,1,88.3,0.201,0.078,0.022,0.927,0.204,0.189,0.053,0.246,0.101,0.343,1.679,2.7,1,0.012
SHOP002661,0,26.0,115.0,0.492,1,133.7,0.317,0.023,0.027,0.914,-0.145,0.093,0.277,-0.24,0.046,0.652,2.097,4.2,2,0.055
SHOP002662,1,29.0,133.0,0.25,1,103.4,0.407,0.029,0.033,0.886,-0.033,0.083,0.067,1.955,0.181,0.482,1.999,6.2,0,0.046
SHOP002663,0,22.0,91.0,0.146,0,92.1,0.513,0.054,0.021,0.95,0.321,0.025,0.112,-1.922,0.078,0.43,2.218,1.4,0,0.084
SHOP002664,1,22.0,78.0,0.0,2,103.0,0.259,0.093,0.028,0.952,0.192,0.154,-0.04,1.401,0.088,0.389,2.091,6.7,0,0.014
SHOP002665,0,9.0,33.0,0.52,0,76.2,0.215,0.09,0.008,0.932,0.423,0.295,0.114,-0.561,0.16,0.489,0.887,4.3,2,0.04
SHOP002666,0,23.0,152.0,0.438,0,13.5,0.184,0.015,0.029,0.885,0.001,0.174,0.0,0.204,0.157,0.444,1.945,5.1,1,0.042
SHOP002667,1,12.0,88.0,0.5,1,10.4,0.337,0.126,0.039,0.896,0.202,0.149,0.037,2.633,0.203,0.262,2.463,7.0,1,0.002
SHOP002668,0,22.0,151.0,0.512,2,79.9,0.203,0.114,0.027,0.886,-0.292,0.196,-0.21,-0.996,0.225,0.603,1.807,3.5,1,0.016
SHOP002669,0,13.0,156.0,0.318,0,101.9,0.345,0.054,0.012,0.955,-0.061,0.133,0.033,0.539,0.081,0.442,1.834,5.8,0,0.014
